filename,fold,target,category,esc10,src_file,take
door_wood_creaks_1-51805-F-33.wav,1,33,door_wood_creaks,False,51805,F
door_wood_creaks_1-51805-G-33.wav,1,33,door_wood_creaks,False,51805,G
door_wood_creaks_1-51805-H-33.wav,1,33,door_wood_creaks,False,51805,H
coughing_1-52266-A-24.wav,1,24,coughing,False,52266,A
door_wood_knock_1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A
coughing_1-52323-A-24.wav,1,24,coughing,False,52323,A
snoring_1-53444-A-28.wav,1,28,snoring,False,53444,A
airplane_1-53467-A-47.wav,1,47,airplane,False,53467,A
keyboard_typing_1-53501-A-32.wav,1,32,keyboard_typing,False,53501,A
coughing_1-53663-A-24.wav,1,24,coughing,False,53663,A
toilet_flush_1-53670-A-18.wav,1,18,toilet_flush,False,53670,A
train_1-54065-A-45.wav,1,45,train,False,54065,A
train_1-54065-B-45.wav,1,45,train,False,54065,B
siren_1-54084-A-42.wav,1,42,siren,False,54084,A
sneezing_1-54505-A-21.wav,1,21,sneezing,True,54505,A
church_bells_1-54747-A-46.wav,1,46,church_bells,False,54747,A
toilet_flush_1-54752-A-18.wav,1,18,toilet_flush,False,54752,A
chirping_birds_1-54918-A-14.wav,1,14,chirping_birds,False,54918,A
chirping_birds_1-54918-B-14.wav,1,14,chirping_birds,False,54918,B
rain_1-54958-A-10.wav,1,10,rain,True,54958,A
crow_1-56233-A-9.wav,1,9,crow,False,56233,A
crow_1-56234-A-9.wav,1,9,crow,False,56234,A
toilet_flush_1-56269-A-18.wav,1,18,toilet_flush,False,56269,A
drinking_sipping_1-56270-A-29.wav,1,29,drinking_sipping,False,56270,A
rain_1-56311-A-10.wav,1,10,rain,True,56311,A
cat_1-56380-A-5.wav,1,5,cat,False,56380,A
cat_1-56380-B-5.wav,1,5,cat,False,56380,B
church_bells_1-56907-A-46.wav,1,46,church_bells,False,56907,A
clock_tick_1-57163-A-38.wav,1,38,clock_tick,True,57163,A
crickets_1-57316-A-13.wav,1,13,crickets,False,57316,A
crickets_1-57318-A-13.wav,1,13,crickets,False,57318,A
sheep_1-57795-A-8.wav,1,8,sheep,False,57795,A
cow_1-58277-A-3.wav,1,3,cow,False,58277,A
coughing_1-58792-A-24.wav,1,24,coughing,False,58792,A
can_opening_1-58846-A-34.wav,1,34,can_opening,False,58846,A
brushing_teeth_1-58923-A-27.wav,1,27,brushing_teeth,False,58923,A
brushing_teeth_1-58923-B-27.wav,1,27,brushing_teeth,False,58923,B
crickets_1-59102-A-13.wav,1,13,crickets,False,59102,A
sneezing_1-59324-A-21.wav,1,21,sneezing,True,59324,A
dog_1-59513-A-0.wav,1,0,dog,True,59513,A
hen_1-5996-A-6.wav,1,6,hen,False,5996,A
vacuum_cleaner_1-60460-A-36.wav,1,36,vacuum_cleaner,False,60460,A
can_opening_1-60676-A-34.wav,1,34,can_opening,False,60676,A
crying_baby_1-60997-A-20.wav,1,20,crying_baby,True,60997,A
crying_baby_1-60997-B-20.wav,1,20,crying_baby,True,60997,B
keyboard_typing_1-61212-A-32.wav,1,32,keyboard_typing,False,61212,A
pouring_water_1-61221-A-17.wav,1,17,pouring_water,False,61221,A
sea_waves_1-61252-A-11.wav,1,11,sea_waves,True,61252,A
engine_1-61261-A-44.wav,1,44,engine,False,61261,A
brushing_teeth_1-61534-A-27.wav,1,27,brushing_teeth,False,61534,A
train_1-62509-A-45.wav,1,45,train,False,62509,A
engine_1-62565-A-44.wav,1,44,engine,False,62565,A
keyboard_typing_1-62594-A-32.wav,1,32,keyboard_typing,False,62594,A
clock_tick_1-62849-A-38.wav,1,38,clock_tick,True,62849,A
clock_tick_1-62850-A-38.wav,1,38,clock_tick,True,62850,A
coughing_1-63679-A-24.wav,1,24,coughing,False,63679,A
rain_1-63871-A-10.wav,1,10,rain,True,63871,A
chainsaw_1-64398-A-41.wav,1,41,chainsaw,True,64398,A
chainsaw_1-64398-B-41.wav,1,41,chainsaw,True,64398,B
train_1-64473-A-45.wav,1,45,train,False,64473,A
crickets_1-65483-A-13.wav,1,13,crickets,False,65483,A
clock_alarm_1-67033-A-37.wav,1,37,clock_alarm,False,67033,A
pouring_water_1-67152-A-17.wav,1,17,pouring_water,False,67152,A
drinking_sipping_1-67230-A-29.wav,1,29,drinking_sipping,False,67230,A
brushing_teeth_1-67432-A-27.wav,1,27,brushing_teeth,False,67432,A
brushing_teeth_1-68628-A-27.wav,1,27,brushing_teeth,False,68628,A
can_opening_1-68670-A-34.wav,1,34,can_opening,False,68670,A
can_opening_1-68734-A-34.wav,1,34,can_opening,False,68734,A
can_opening_1-69165-A-34.wav,1,34,can_opening,False,69165,A
cow_1-69422-A-3.wav,1,3,cow,False,69422,A
cow_1-69641-A-3.wav,1,3,cow,False,69641,A
wind_1-69760-A-16.wav,1,16,wind,False,69760,A
train_1-70300-A-45.wav,1,45,train,False,70300,A
crackling_fire_1-7057-A-12.wav,1,12,crackling_fire,True,7057,A
hen_1-71030-A-6.wav,1,6,hen,False,71030,A
clock_alarm_1-72195-A-37.wav,1,37,clock_alarm,False,72195,A
clock_alarm_1-72195-B-37.wav,1,37,clock_alarm,False,72195,B
hen_1-72229-A-6.wav,1,6,hen,False,72229,A
hen_1-72229-B-6.wav,1,6,hen,False,72229,B
laughing_1-72695-A-26.wav,1,26,laughing,False,72695,A
laughing_1-73123-A-26.wav,1,26,laughing,False,73123,A
insects_1-73585-A-7.wav,1,7,insects,False,73585,A
clock_alarm_1-74517-A-37.wav,1,37,clock_alarm,False,74517,A
crickets_1-7456-A-13.wav,1,13,crickets,False,7456,A
crow_1-75162-A-9.wav,1,9,crow,False,75162,A
insects_1-75189-A-7.wav,1,7,insects,False,75189,A
sheep_1-75190-A-8.wav,1,8,sheep,False,75190,A
siren_1-76831-A-42.wav,1,42,siren,False,76831,A
siren_1-76831-B-42.wav,1,42,siren,False,76831,B
siren_1-76831-C-42.wav,1,42,siren,False,76831,C
siren_1-76831-D-42.wav,1,42,siren,False,76831,D
siren_1-76831-E-42.wav,1,42,siren,False,76831,E
cow_1-77160-A-3.wav,1,3,cow,False,77160,A
cow_1-77241-A-3.wav,1,3,cow,False,77241,A
cat_1-79113-A-5.wav,1,5,cat,False,79113,A
drinking_sipping_1-79146-A-29.wav,1,29,drinking_sipping,False,79146,A
pouring_water_1-79220-A-17.wav,1,17,pouring_water,False,79220,A
vacuum_cleaner_1-79236-A-36.wav,1,36,vacuum_cleaner,False,79236,A
keyboard_typing_1-79711-A-32.wav,1,32,keyboard_typing,False,79711,A
insects_1-7973-A-7.wav,1,7,insects,False,7973,A
hand_saw_1-7974-A-49.wav,1,49,hand_saw,False,7974,A
hand_saw_1-7974-B-49.wav,1,49,hand_saw,False,7974,B
insects_1-80785-A-7.wav,1,7,insects,False,80785,A
crickets_1-80840-A-13.wav,1,13,crickets,False,80840,A
crickets_1-80841-A-13.wav,1,13,crickets,False,80841,A
door_wood_knock_1-81001-A-30.wav,1,30,door_wood_knock,False,81001,A
door_wood_knock_1-81001-B-30.wav,1,30,door_wood_knock,False,81001,B
cow_1-81269-A-3.wav,1,3,cow,False,81269,A
mouse_click_1-81851-A-31.wav,1,31,mouse_click,False,81851,A
sneezing_1-81883-A-21.wav,1,21,sneezing,True,81883,A
door_wood_knock_1-82817-A-30.wav,1,30,door_wood_knock,False,82817,A
keyboard_typing_1-84393-A-32.wav,1,32,keyboard_typing,False,84393,A
glass_breaking_1-84536-A-39.wav,1,39,glass_breaking,False,84536,A
glass_breaking_1-84704-A-39.wav,1,39,glass_breaking,False,84704,A
glass_breaking_1-84705-A-39.wav,1,39,glass_breaking,False,84705,A
mouse_click_1-85123-A-31.wav,1,31,mouse_click,False,85123,A
glass_breaking_1-85168-A-39.wav,1,39,glass_breaking,False,85168,A
glass_breaking_1-85184-A-39.wav,1,39,glass_breaking,False,85184,A
dog_1-85362-A-0.wav,1,0,dog,True,85362,A
drinking_sipping_1-85909-A-29.wav,1,29,drinking_sipping,False,85909,A
drinking_sipping_1-87565-A-29.wav,1,29,drinking_sipping,False,87565,A
train_1-88409-A-45.wav,1,45,train,False,88409,A
train_1-88409-B-45.wav,1,45,train,False,88409,B
sheep_1-88574-A-8.wav,1,8,sheep,False,88574,A
glass_breaking_1-88807-A-39.wav,1,39,glass_breaking,False,88807,A
water_drops_1-90797-A-15.wav,1,15,water_drops,False,90797,A
sea_waves_1-91359-A-11.wav,1,11,sea_waves,True,91359,A
sea_waves_1-91359-B-11.wav,1,11,sea_waves,True,91359,B
clapping_1-94036-A-22.wav,1,22,clapping,False,94036,A
keyboard_typing_1-94231-A-32.wav,1,32,keyboard_typing,False,94231,A
keyboard_typing_1-94231-B-32.wav,1,32,keyboard_typing,False,94231,B
mouse_click_1-95563-A-31.wav,1,31,mouse_click,False,95563,A
clock_alarm_1-96890-A-37.wav,1,37,clock_alarm,False,96890,A
crow_1-96950-A-9.wav,1,9,crow,False,96950,A
crow_1-96950-B-9.wav,1,9,crow,False,96950,B
dog_1-97392-A-0.wav,1,0,dog,True,97392,A
glass_breaking_1-977-A-39.wav,1,39,glass_breaking,False,977,A
mouse_click_1-97793-A-31.wav,1,31,mouse_click,False,97793,A
crickets_1-9841-A-13.wav,1,13,crickets,False,9841,A
hand_saw_1-9886-A-49.wav,1,49,hand_saw,False,9886,A
hand_saw_1-9887-A-49.wav,1,49,hand_saw,False,9887,A
hand_saw_1-9887-B-49.wav,1,49,hand_saw,False,9887,B
mouse_click_1-99958-A-31.wav,1,31,mouse_click,False,99958,A
car_horn_2-100648-A-43.wav,2,43,car_horn,False,100648,A
rooster_2-100786-A-1.wav,2,1,rooster,True,100786,A
rain_2-101676-A-10.wav,2,10,rain,True,101676,A
pouring_water_2-102414-A-17.wav,2,17,pouring_water,False,102414,A
pouring_water_2-102414-B-17.wav,2,17,pouring_water,False,102414,B
pouring_water_2-102414-C-17.wav,2,17,pouring_water,False,102414,C
pouring_water_2-102414-D-17.wav,2,17,pouring_water,False,102414,D
pouring_water_2-102414-E-17.wav,2,17,pouring_water,False,102414,E
pouring_water_2-102414-F-17.wav,2,17,pouring_water,False,102414,F
pouring_water_2-102414-G-17.wav,2,17,pouring_water,False,102414,G
clock_alarm_2-102435-A-37.wav,2,37,clock_alarm,False,102435,A
washing_machine_2-102567-A-35.wav,2,35,washing_machine,False,102567,A
washing_machine_2-102567-B-35.wav,2,35,washing_machine,False,102567,B
washing_machine_2-102567-C-35.wav,2,35,washing_machine,False,102567,C
washing_machine_2-102567-D-35.wav,2,35,washing_machine,False,102567,D
washing_machine_2-102568-A-35.wav,2,35,washing_machine,False,102568,A
drinking_sipping_2-102581-A-29.wav,2,29,drinking_sipping,False,102581,A
drinking_sipping_2-102581-B-29.wav,2,29,drinking_sipping,False,102581,B
sea_waves_2-102852-A-11.wav,2,11,sea_waves,True,102852,A
